Name,UOM,MRP,Selling Price,Quantity,Total MRP,Total SP,Image Url,Category
dr squrely white and shine bleach500ml,Piece,93,90,11,1023,990,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
veet pure hair removal 15gm,Piece,59,54,18,1062,972,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
lohana sweet heart 100gm,Piece,75,55,17,1275,935,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
dr squrely white and shine bleach250ml,Piece,49,45,6,294,270,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
trishul 450ml,Piece,65,60,7,455,420,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
trishul significant floor cleaner 500ml,Piece,99,89,42,4158,3738,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
lohana rose agarbatti 100gm,Piece,75,55,10,750,550,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
everyuth pink clay scrub 7gm,Piece,20,20,2,40,40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
everyuth chocolate cherry scrub 7g,Piece,20,20,-3,-60,-60,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
Himalaya neem face scrub 8gm,Piece,10,10,2,20,20,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
joy lip balm 10gm,Piece,48,40,1,48,40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya walnut face scrub 8gm,Piece,10,10,3,30,30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
House hold candle,Piece,129,79,9,1161,711,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
tejas 10 candles pack,Piece,55,44,4,220,176,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
tejas candle sticks,Piece,45,35,5,225,175,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
lohana kesar gulal 220gm,Piece,160,128,7,1120,896,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Spices & Masalas
lohana gold sendal premium agarbatti 220gm,Piece,150,120,11,1650,1320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
Patel neck black,Piece,470,370,3,1410,1110,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Patel magnetic man 50ml,Piece,400,349,2,800,698,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
lohana kasturi 220gm,Piece,150,128,10,1500,1280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Patel Crystal 2 60ml,Piece,450,399,2,900,798,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
tulips buds,Piece,40,20,1,40,20,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
lohana jordic 220gm,Piece,160,128,5,800,640,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Tulips facial Tissues 100N,Piece,95,90,3,285,270,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
lohana spray 220gm,Piece,150,128,23,3450,2944,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Tulips facial Tissues 100N,Piece,95,80,1,95,80,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
namaste kitchen lkg,Piece,100,50,17,1700,850,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Joy 24 C Gold,Piece,160,99,5,800,495,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
prem dulhan Kon,Piece,10,10,14,140,140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
nirmal kesar kasturi 150gm,Piece,85,65,2,170,130,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Spices & Masalas
joy ubton face kit 76gm,Piece,349,299,2,698,598,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
nirmal kapoor loban 150gm,Piece,75,55,10,750,550,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
joy 24 carat Gold Face kit 76gm,Piece,349,299,2,698,598,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
nirmal loban 125gm,Piece,80,60,9,720,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
joy diamond face kit 76gm,Piece,349,299,192,67008,57408,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
gillette fusion 5,Piece,425,415,3,1275,1245,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Joy vit c face kit 76gm,Piece,349,299,3,1047,897,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
blue star 100gm,Piece,75,55,24,1800,1320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
wild stone soap 75gm,Piece,40,38,6,240,228,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
lohana jordic 100gm,Piece,75,55,21,1575,1155,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
lohana touch wood 105gm,Piece,75,55,21,1575,1155,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
gillette emach 3,Piece,275,260,4,1100,1040,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
lohana maha Prasad 105gm,Piece,75,55,24,1800,1320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Streax cream hair colour 25gm,Piece,80,70,9,720,630,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
gillette shave brush 1n,Piece,85,80,4,340,320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
super vasmol kesh kala 100ml,Piece,65,60,11,715,660,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
gillette guard,Piece,52,50,27,1404,1350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Godrej Nupur henna 20gm,Piece,15,15,19,285,285,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
mangaldeep anushri 120gm,Piece,70,50,1,70,50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Godrej Nupur Heena 140gm,Piece,80,70,10,800,700,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
mangaldeep anushri  130gm,Piece,70,50,4,280,200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Godrej nupur heena 65gm,Piece,40,35,7,280,245,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
gillette guard 7n,Piece,98,93,17,1666,1581,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
streax gel hair colour,Piece,20,20,3,60,60,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
pama sandal 235gm,Piece,115,92,1,115,92,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Staples & Cooking Essentials
gillette guard,Piece,28,25,5,140,125,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hi fi burgundy henna 45gm,Piece,50,40,1,50,40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
hi fi hibiscus powder 50gm,Piece,80,50,6,480,300,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hi fi rose powder 50gm,Piece,80,50,12,960,600,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
gillette vector 4n,Piece,275,260,7,1925,1820,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hi fi Tulsi powder 50gm,Piece,80,50,3,240,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
anushri fresh florals 130gm,Piece,70,50,1,70,50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
hi fi neem powder 80gm,Piece,80,50,7,560,350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hi fi charcoal powder 50gm,Piece,80,50,3,240,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
mangaldeep bouquet,Piece,10,10,1,10,10,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
gillette vector+,Piece,99,95,12,1188,1140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hi fi sandal powder 50gm,Piece,80,50,7,560,350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
cycle sandalum 106gm,Piece,60,40,2,120,80,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Staples & Cooking Essentials
hi fi mandoor powder 80gm,Piece,80,50,3,240,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hi fi amla powder 80gm,Piece,80,50,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
archna hurbal 60gm,Piece,50,30,1,50,30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
ho fi beetroot powder 50gm,Piece,80,50,1,80,50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
KS Sprak pocket 18ml,Piece,70,49,15,1050,735,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
gillette vector+ 1n,Piece,105,99,3,315,297,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
lovely rose 100gm,Piece,68,55,1,68,55,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
mangaldeep temple,Piece,50,30,1,50,30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
ramsons red zx 60ml,Piece,279,225,3,837,675,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
loban 14gm,Piece,15,10,1,15,10,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
gillette vector+,Piece,188,178,14,2632,2492,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
ramsons real rose,Piece,189,149,5,945,745,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
mangaldeep mystic jasmine,Piece,50,50,1,50,50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Signature White combo,Piece,350,330,1,350,330,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
gillette venus simply,Piece,99,95,11,1089,1045,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hem shubh kamana 75gm,Piece,70,50,2,140,100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
park avenue luxury PRE.gift set,Piece,649,549,5,3245,2745,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
yagna,Piece,80,60,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
denver sporting club 165ml,Piece,230,190,1,230,190,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Ponds Aloe Vera talcum 400gm,Piece,440,425,1,440,425,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
alaukik mari gold,Piece,15,10,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
streax creme,Piece,15,15,12,180,180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
hem chandan incense sticks,Piece,65,55,2,130,110,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
ponds magic talcum powder 400gm,Piece,459,450,2,918,900,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Snacks & Packaged Foods
mangaldeep flora,Piece,10,10,1,10,10,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
ponds dream flower 400gm,Piece,415,405,10,4150,4050,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
streax insta,Piece,25,22,139,3475,3058,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
ponds Dreamflower 100gm,Piece,125,120,8,1000,960,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
alaukik meditation 14gm,Piece,15,10,-1,-15,-10,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
Garnier men 10ml,Piece,35,30,12,420,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
ponds dreamflower 40gm,Piece,53,51,2,106,102,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
wild stone fragrant talc,Piece,88,82,5,440,410,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
wild stone hydra energy,Piece,99,95,6,594,570,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
streax bright 7 ml,Piece,99,95,6,594,570,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
wild stone hydra energy talc,Piece,44,42,5,220,210,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hi fi burgundy hennam,Piece,50,40,13,650,520,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
nitya copper kalash 64gm,Piece,175,140,13,2275,1820,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
wild stone fragrant talc 50gm,Piece,44,42,3,132,126,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
streax insta  12ml,Piece,20,15,64,1280,960,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
brass diya,Piece,330,264,1,330,264,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
nycil germ expert cool classic,Piece,145,130,5,725,650,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nycil germ expert 150gm,Piece,159,140,5,795,700,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
brass naag ghanti 55gm,Piece,120,96,2,240,192,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Nycil germ expert cool herbal 150gm,Piece,149,130,5,745,650,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
rich creme 11ml,Piece,20,15,19,380,285,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Nycil Germ expert 50gm,Piece,50,40,8,400,320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Nycil cool gulabjal 50gm,Piece,50,40,12,600,480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
nisha quick color 20ml,Piece,25,20,2,50,40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Odeon scrub coffee & coconut 300ml,Piece,449,399,2,898,798,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
odeon scrub strawberry &aloe Vera 300ml,Piece,449,350,2,898,700,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
gangajal 200ml,Piece,30,20,18,540,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
gillette Emach  1n,Piece,225,213,1,225,213,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
gaumutra,Piece,10,8,8,80,64,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
odeon scrub turneric & yogurt 300 mL,Piece,449,300,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
odeon scrub apricot & almonds 300ml,Piece,449,300,2,898,600,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Snacks & Packaged Foods
gillette fusion 4n,Piece,1149,1090,7,8043,7630,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
odeon scrub charcoal & tea tree 300 mL,Piece,350,299,2,700,598,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
gillette emach 2n,Piece,349,330,1,349,330,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
odeon coffee & coconut scrub 100ml,Piece,175,149,2,350,298,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
vaseline 10gm,Piece,65,61,4,260,244,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
mauli kapur,Piece,240,120,32,7680,3840,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
odeon turmeric & yogurt 100ml,Piece,175,140,2,350,280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
streax gel 12ml,Piece,20,20,9,180,180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
mauli kapur 50gm,Piece,120,60,11,1320,660,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
odeon strawberry & aloe Vera 100ml,Piece,175,140,2,350,280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
odeon scrub charcoal & tea tree 100ml,Piece,175,140,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
odeon scrub apricot&almond 100ml,Piece,175,140,1,175,140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Snacks & Packaged Foods
Garnier black 20ml,Piece,45,35,6,270,210,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
mauli kapur 25gm,Piece,60,30,5,300,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
ponds Bright miracle detox facewash,Piece,125,120,31,3875,3720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
ponds Bright beauty 50gm,Piece,105,99,12,1260,1188,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
streax gel 12ml,Piece,20,20,37,740,740,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
mauli kapur 250gm,Piece,600,300,3,1800,900,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
plam green tea facewash 50ml,Piece,199,185,5,995,925,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
hi fi henna harbal,Piece,50,45,17,850,765,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Himalaya rose facewash 50ml,Piece,90,85,5,450,425,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya turmeric face wash 50ml,Piece,115,99,4,460,396,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya vitamin c 50ml,Piece,115,109,2,230,218,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
winner by gillette 50n,Piece,150,145,5,750,725,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya vitamin c orange 50ml,Piece,115,109,6,690,654,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya lemon facewash 50ml,Piece,95,90,7,665,630,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
gillette wilkinson,Piece,150,145,5,750,725,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya kesar face wash 50ml,Piece,90,85,8,720,680,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya neem face wash 50ml,Piece,90,85,6,540,510,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
set wet 50g,Piece,50,45,9,450,405,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
prem dulhan hair henna 25gm,Piece,15,15,93,1395,1395,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
everyuth lemon&cherry facewash,Piece,80,70,10,800,700,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
everyuth moisturizing fruit face wash 50gm,Piece,80,70,3,240,210,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
House hold candle,Piece,129,79,28,3612,2212,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
tejas candle sticks,Piece,45,35,7,315,245,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
tejas 10Qty candles,Piece,55,45,1,55,45,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Streax hydrate shine 50ml,Piece,99,90,6,594,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
streax creme hair colour 1n,Piece,80,75,6,480,450,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
darshana kumkum,Piece,20,20,11,220,220,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Patanjali saundarya aloe gel 60ml,Piece,50,48,7,350,336,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hem chandan 15gm,Piece,12,12,21,252,252,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
mangaldeep treya,Piece,10,10,4,40,40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
mangaldeep bouquet,Piece,10,10,7,70,70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
cycle 3in1 40gm,Piece,25,25,1,25,25,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
bukka,Piece,20,20,39,780,780,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
gulal 25gm,Piece,6,6,20,120,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
