Name,UOM,MRP,Selling Price,Quantity,Total MRP,Total SP,Image Url
tomato twist 102gm,Piece,110,100,-1,-110,-100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Camlin Mechanical Pencil 1N,Pc,25,25,-3,-75,-75,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
khandeshi 50gm,Piece,75,72,-11,-825,-792,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
javas 100gm,Piece,28,15,-2,-56,-30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Top Ramen Cup Noodle Mazedar Masala,Pc,50,50,-1,-50,-50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/SQ104816.jpg
anjeer 50gm,Piece,80,69,-1,-80,-69,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Suger (Chinni) 1kg,Pc,47,47,-8,-376,-376,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Joy Pure Aloe Multi-Benefit Skin Cream 50 ml,Pc,48,48,-2,-96,-96,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40157240_2-joy-pure-aloe-multi-benefit-skin-cream.jpg
samrat maida 500gm,Piece,44,25,-4,-176,-100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana supar garam masala,Piece,10,10,-5,-50,-50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana muten 12gm,Piece,10,10,-2,-20,-20,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana goda masala 200gm,Piece,85,80,-2,-170,-160,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
mahabar advanced 250gm,Piece,60,57,-4,-240,-228,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
squeaky combo,Piece,150,110,-2,-300,-220,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
mohari barik 50g,Piece,15,12,-2,-30,-24,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Dettol Skincare Everyday Protection Ph Balanced Handwash 200Ml + 175Ml,Pc,99,99,-2,-198,-198,File: '/storage/emulated/0/Android/data/com.apnidukan.my_app/files/Pictures/scaled_image_picker1419024637735362447.jpg'
suhana chat masala 50gm,Piece,44,39,8,352,312,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
jolly,Piece,5,5,-10,-50,-50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
dhana 50gm,Piece,21,19,-12,-252,-228,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Lion Dates 500 g Pouch,Pc,186,93,-13,-2418,-1209,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/163578_1-lion-dates.jpg
snac tac 900gm,Piece,87,80,-1,-87,-80,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
yippee 435.6gm,Piece,90,88,-2,-180,-176,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Suhana Masala,Pc,28,28,-3,-84,-84,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/50000328_2-suhana-masala-sabji.jpg
Complan Nutrition & Health Drink Royale,Pc,140,140,-1,-140,-140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/284782_7-complan-nutrition-health-drink-royale-chocolate.jpg
kashmir mirchi 50gm,Piece,57,54,-4,-228,-216,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
watana white 200gm,Piece,28,18,-3,-84,-54,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Suger (Chinni) 1kg,Piece,47,44,-10,-470,-440,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Sprite 20,Pc,20,20,-2,-40,-40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Fena Detergent Powder,Pc,30,30,-1,-30,-30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40121125_3-fena-detergent-powder-rose-chandan.jpg
suhana chat masala 50gm,Piece,44,39,-1,-44,-39,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Sani Fresh Ultra Shine Toilet Cleaner Get Free Odonil 2N x 500 Ml,Pc,154,154,-1,-154,-154,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker6993060718881174359.jpg
jira pawder 50gm,Piece,55,52,-2,-110,-104,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
masur dal à¥¨à¥¦à¥¦gm,Piece,30,28,-10,-300,-280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Suhana Masala,Pc,224,224,-6,-1344,-1344,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40050533_3-suhana-masala-biryani.jpg
Gowardhan Pure Cow Ghee 200ml,Pc,199,189,-6,-1194,-1134,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Gowardhan_Pure_Cow_Ghee_200ml_1652598713765.png
Oral Rehydration salt IP 21g,Pc,21,21,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Oral_Rehydration_salt_IP_21g_1675582678287.png
sunsilk 180ml,Piece,158,151,-1,-158,-151,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vim neem 500ml,Piece,156,145,-1,-156,-145,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Comfort Fabric Conditioner Lily Fresh 860 ml,Pc,235,220,-1,-235,-220,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin whiteboard marker,Piece,25,15,-2,-50,-30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Divya Jwar Nashak Vati 40 Tab,Pc,0,0,-2,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Suhana Paneer Makhanwala Mix 50 g Carton,Pc,40,40,-2,-80,-80,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/50000332_2-suhana-paneer-makhanwala-mix.jpg
Gowardhn Pure Cow Ghee 500ml,Pc,380,380,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker7326760445773289194.jpg
Gowardhn Pure Cow Ghee 500ml,Pc,415,405,-7,-2905,-2835,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker7326760445773289194.jpg
Suhana meat/mutton masala 10g,Piece,10,10,-1,-10,-10,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Lizol Disinfectant Surface Cleaner 200ML,Pc,45,45,-2,-90,-90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker1177568806588980914.jpg
STAYFREE Tampons,Pc,36,36,-1,-36,-36,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40133722_1-stayfree-tampons-heavy-flow.jpg
kashmiri mitha50g,Piece,26,24,-1,-26,-24,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
pat kesh kanti,Piece,1,1,-14,-14,-14,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana goda masala 100gm,Piece,44,42,-1,-44,-42,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Coca cola 250 ml,Pc,20,20,-2,-40,-40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
tic tac,Piece,10,10,-4,-40,-40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Hershey's choco delight,Piece,10,10,-2,-20,-20,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fortune chakki fresh atta 5kg,Piece,277,235,-1,-277,-235,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ravimagic gulab jam,Piece,160,80,-3,-480,-240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gala Microfibre Duster 1 pc,Pc,150,150,-1,-150,-150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40156173_2-gala-microfibre-duster.jpg
Camlin White Glue Strong Bond 25 g,Pc,10,10,-1,-10,-10,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Camlin_White_Glue_Strong_Bond_25_g_1648713265324.png
Pro nature organic chana sattu 250g,Pc,68,68,-1,-68,-68,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pro nature organic chana sattu 250g,Pc,68,68,-1,-68,-68,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pro nature organic chana sattu 250g,Pc,68,68,-1,-68,-68,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
rajbhog Makhana 250gm,Piece,600,290,-1,-600,-290,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
bhaiya cleaning powder,Piece,30,25,-14,-420,-350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Surf Excel Easy Wash 500 g,Pc,72,72,-12,-864,-864,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
comfort fabric conditioner morning fresh860ml,Piece,235,230,-1,-235,-230,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana kichen king  masala 50gm,Piece,48,44,-1,-48,-44,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
good day 150gm,Piece,25,24,-2,-50,-48,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
streax NB 12ml,Piece,15,15,-2,-30,-30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana shejzwan chilli garlic,Piece,69,65,-1,-69,-65,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pears Pure & Gentle Shower Gel,Pc,135,135,-2,-270,-270,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/SQ101025.jpg
Colgate maxfresh freshment mouthwash 250ml,Piece,185,180,-1,-185,-180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trushine Glass cleaner combo,Piece,216,99,13,2808,1287,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trushine Bathroom Combo,Piece,198,93,20,3960,1860,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trushine 3in 1 combo,Piece,312,99,15,4680,1485,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trushine Toilet combo,Piece,186,84,8,1488,672,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trushine Drainon 50gm,Piece,36,20,181,6516,3620,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trushine Floor cleaner pink,Piece,108,90,2,216,180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trushine floor cleaner jasmine,Piece,108,90,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trushine Floor cleaner lemon,Piece,198,90,3,594,270,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana motton rassa 25gm,Piece,30,29,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana chhole masala10g,Piece,10,10,-1,-10,-10,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sonpapadi,Piece,80,75,-3,-240,-225,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
active wheel 2in1 1Kg,Piece,76,71,-1,-76,-71,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Maggi Atta Noodles-72.5 grams,Pc,112,112,-4,-448,-448,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gala supar scrub,Piece,45,30,-1,-45,-30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Garnier Natural Deep Black 1 Hair Colour,Pc,37,37,-2,-74,-74,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/SQ103918.jpg
gemini sunflower 15L,Piece,2900,2449,1,2900,2449,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
can wax crayon 10n,Piece,10,10,-1,-10,-10,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cam grip pro,Piece,30,30,-1,-30,-30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pravin Mango Pickle 250 g,Pc,70,65,-4,-280,-260,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker663622273099845464.jpg
Chings red chilli sauce 200g,Pc,60,60,-1,-60,-60,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gits Mix,Pc,90,90,-1,-90,-90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100112462_2-gits-mix-rabdi.jpg
vita marie gold 166gm,Piece,30,29,-2,-60,-58,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Yardley London Elegance Deodorizing Talc 100G,Pc,125,125,-1,-125,-125,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker5700631828182388838.png
spotzero power scrub,Piece,40,30,-13,-520,-390,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Suhana Spice Mix,Pc,50,50,-1,-50,-50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40057205_3-suhana-spice-mix-chicken-tandoori-paste.jpg
Dettol Original Everyday Protection Liquid Handwash ( Buy 2 Get 1 Free )(3U x 175ml),Pc,99,99,-1,-99,-99,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker5495797387525530883.jpg
dhanasoun 50gm,Piece,25,24,-15,-375,-360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pampers Happy Skin Pants Anti Rash Lotion With Aloe vera 8 Pants,Pc,99,91,-2,-198,-182,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker5006835780088801388.jpg
Bottel brush with sponge,Piece,90,75,9,810,675,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Airavat pre.grass broom,Piece,250,199,11,2750,2189,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Sponge Wipe 3Pcs set,Piece,180,129,7,1260,903,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero Shubhra pre.,Piece,235,159,12,2820,1908,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero toilet brush caddy round,Piece,250,180,6,1500,1080,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero Multipurpose work top,Piece,160,99,10,1600,990,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Mozaic Bathroom Set,Piece,1115,599,4,4460,2396,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gav . mirchi 200gm,Piece,80,55,-2,-160,-110,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gav.mirchi 100gm,Piece,45,30,-3,-135,-90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gahu daliya 200gm,Piece,30,30,-4,-120,-120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gahu daliya 500gm,Piece,50,25,-12,-600,-300,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sunflower seeds 200gm,Piece,90,70,-3,-270,-210,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sunflower seeds 100gm,Piece,60,40,-14,-840,-560,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
pampkin seeds 200gm,Piece,149,119,-2,-298,-238,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
pumpin seeds 100gm,Piece,70,60,-20,-1400,-1200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Star fool 10gm,Piece,25,16,-11,-275,-176,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
mohari jad 50gm,Piece,20,10,-8,-160,-80,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
mohari jad 100gm,Piece,20,16,-7,-140,-112,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Santoor Total Skin Care With Sandal & Turmeric 41g Pack Of 4,Pc,40,40,-6,-240,-240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker5756386331074202915.jpg
Surya Candel,Pc,56,56,-1,-56,-56,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Suhana Paneer Masala 50g,Pc,46,46,-1,-46,-46,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker7168193991949737931.jpg
plix,Piece,199,185,-3,-597,-555,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Harpic Bathroom cleaner,Pc,58,55,-1,-58,-55,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
DHANA 200GM,Piece,150,99,-1,-150,-99,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
DYANGANGA UTANE,Piece,20,17,-1,-20,-17,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
chavli 200gm,Piece,35,30,-2,-70,-60,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
kali miri 10gm,Piece,30,13,-4,-120,-52,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
hershey s 180gm,Piece,97,92,-1,-97,-92,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Shree paras levender 226,Piece,200,149,-1,-200,-149,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sattu chana 500gm,Piece,75,60,-6,-450,-360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Godrej No.1 Bathing Soap,Pc,120,120,-1,-120,-120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40007007_4-godrej-no1-bathing-soap-jasmine-milk-cream.jpg
trishul harpik combo,Piece,198,148,-2,-396,-296,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
masala elaichi 10gm,Piece,40,35,-2,-80,-70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Suhana Masala,Pc,36,36,-5,-180,-180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/50000326_2-suhana-masala-kitchen-king.jpg
sansodayne 40gm,Piece,95,90,-2,-190,-180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Dettol Hand Wash Liquid Refill,Pc,40,40,-5,-200,-200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Park Avenue 4N 125gm= 500gm,Piece,240,228,-1,-240,-228,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pears Pure & Gentle Shower Gel,Pc,135,135,-1,-135,-135,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/SQ101025.jpg
Camlin White Glue Strong Bond 25 g,Pc,10,10,-7,-70,-70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Camlin_White_Glue_Strong_Bond_25_g_1648713265324.png
Gopi Kishan Kali mooch,Piece,85,74,-31.5,-2677.5,-2331,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
society rs 20,Piece,20,20,14,280,280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
friendly notebook,Piece,20,15,-1,-20,-15,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Society Tea 1 kg Pouch,Pc,520,520,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/271089_3-society-tea.jpg
Society Tea 1 kg Pouch,Piece,620,559,4,2480,2236,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana sabji masala 200g,Piece,139,134,-1,-139,-134,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ambari goda masala 200gm,Piece,85,78,-5,-425,-390,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana chat masala 50gm,Piece,44,39,-2,-88,-78,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Society tea 500gm,Piece,310,295,3,930,885,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Society tea 250gm,Piece,155,140,9,1395,1260,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
mawa cake wala,Piece,80,60,56,4480,3360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Daawat Basmati Rice,Pc,110,110,-1,-110,-110,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/255851_3-daawat-basmati-rice-devaaya.jpg
mawa cake wala,Piece,80,60,-23,-1840,-1380,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Camlin Exam Scale 30cm,Pc,12,12,-6,-72,-72,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Camlin_Exam_Scale_30cm_1673350388998.png
CHANA DAL 500GM,Piece,60,60,-9,-540,-540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
biryani masala 20gm,Piece,30,28,-1,-30,-28,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
medimix 75Ã6 gm,Piece,190,180,-2,-380,-360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
9Star Kardai Oil 910gm,Piece,480,375,12,5760,4500,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
9Star Sunflowers 910gm,Piece,400,349,1,400,349,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
9Star Shengdane Oil 910gm,Piece,400,349,2,800,698,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Shana 200gm,Piece,52,38,-2,-104,-76,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Sani fresh 520ml,Piece,130,124,-1,-130,-124,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
biine,Piece,99,94,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
oral b 1n,Piece,25,22,-1,-25,-22,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
9Star Shengdane Oil 910gm,Piece,400,349,1,400,349,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Clean & Clear foaming face wash 50 ml,Pc,95,95,-2,-190,-190,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Nivea Body Lotion For Very Dry Skin,Pc,299,299,-1,-299,-299,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40078004_4-nivea-body-lotion-for-very-dry-skin-cocoa-nourish-with-coconut-oil-cocoa-butter-for-men-women.jpg
Camlin Supreme XL All Clear Eraser 1N,Pc,5,5,-6,-30,-30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Camlin_Supreme_XL_All_Clear_Eraser_1N_1673336669738.png
Camlin Exam Scale 15cm,Pc,5,5,-5,-25,-25,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Camlin_Exam_Scale_15cm_1648710899995.png
Suhana Misal Masala 10g,Pc,10,10,-4,-40,-40,File: '/storage/emulated/0/Android/data/com.apnidukan.my_app/files/Pictures/scaled_image_picker2173039312153401767.png'
Ram bandhu mango pickle 1kg,Pc,262,135,-1,-262,-135,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Ram_bandhu_mango_pickle_1kg_1675764347742.png
moong 1kg,Piece,150,120,-6,-900,-720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ambari mirchi powder 1kg,Piece,465,435,-2,-930,-870,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sport zone combo pack,Piece,200,190,-1,-200,-190,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
